ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
3425	Nanga	TESTICLES	tó:sí	t oː ⁵ s i ⁵	3084	t oː ⁵ ( - ) s i ⁵	1 7 8 3 7 8	AXTBYT	TU6SI6	12	12.T.C 12.U.V 12.6.T 12.S.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3426	Togo_Kan	TESTICLES	tójú	t o ⁵ dʒ u ⁵	3084	t o ⁵ ( - ) dʒ u ⁵	1 7 8 1 7 8	AXTBYT	TU6TY6	18	18.T.C 18.U.V 18.6.T 18.T.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3427	Yorno_So	TESTICLES	dɔ́lɔ́	d ɔ ⁵ l ɔ ⁵	3084	d ɔ ⁵ l ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	23	23.T.C 23.U.V 23.6.T 23.L.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3428	Dogul_Dom	TESTICLES	kùmbùrí:	k u ¹ m b u ¹ r iː ⁵	7343	k u ¹ m b u ¹ r iː ⁵	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	KY6MPY6RI6	5	5.K.C 5.Y.V 5.6.T 5.M.c 5.P.C 5.Y.V 5.6.T 5.R.C 5.I.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
3429	Tebul_Ure	TESTICLES	dɔ̯á:ⁿ	d ɔ ãː ∼ ⁵	3084	d ɔ ⁵ ãː ∼	1 7 7 4 8	AXYLT	TUA96	16	16.T.C 16.U.V 16.A.V 16.9.c 16.6.T	1.6 3.0 3.0 1.1 1.0	0
3430	Najamba	TESTICLES	dɔ́lɔ̀:	d ɔ ⁵ l ɔː ¹	3084	d ɔ ⁵ l ɔː ¹	1 7 8 5 7 8	AXTBYT	TU6LU6	11	11.T.C 11.U.V 11.6.T 11.L.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3431	Bunoge	TESTICLES	pɔ̀ndɛ́-sè	p ɔ ¹ n d ɛ ⁵ + s e ¹	7351	p ɔ ¹ n d ɛ ⁵ ( _ ) s e ¹	1 7 8 4 1 7 8 9 3 7 8	AXTMBYT_AXT	PU6NTE6_SE6	4	4.P.C 4.U.V 4.6.T 4.N.c 4.T.C 4.E.V 4.6.T 4._._ 4.S.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
3432	Donno_So	TESTICLES	dɔ̀lɔ́	d ɔ ¹ l ɔ ⁵	3084	d ɔ ¹ l ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	6	6.T.C 6.U.V 6.6.T 6.L.C 6.U.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3433	Tomo_Kan	TESTICLES	dwɛ̀lɛ̀-ʔí:ⁿ	d w ɛ ¹ l ɛ ¹ + ʔ ĩː ∼ ⁵	3084	d w ɛ ¹ l ɛ ¹ ( + ) ʔ ĩː ∼ ⁵	1 6 7 8 5 7 8 9 1 7 4 8	ACXTBYT_AXLT	TWE6LE6_HI96	20	20.T.C 20.W.C 20.E.V 20.6.T 20.L.C 20.E.V 20.6.T 20._._ 20.H.C 20.I.V 20.9.c 20.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
3434	Tiranige_Diga	TESTICLES	sègèlè	s e ¹ ɡ e ¹ l e ¹	7356	s e ¹ ɡ e ¹ l e ¹	3 7 8 1 7 8 5 7 8	AXTBYTBYT	SE6KE6LE6	17	17.S.C 17.E.V 17.6.T 17.K.C 17.E.V 17.6.T 17.L.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
3435	Mombo	TESTICLES	pòjè_sí:	p o ¹ dʒ e ¹ _ s iː ⁵	7351	p o ¹ ?- dʒ e ¹ ( _ ) s iː ⁵	1 7 8 1 7 8 9 3 7 8	AXTBYT_AXT	PU6TE6_SI6	10	10.P.C 10.U.V 10.6.T 10.T.C 10.E.V 10.6.T 10._._ 10.S.C 10.I.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
3436	Penange	TESTICLES	pɔ́ntɛ́rɛ̀	p ɔ ⁵ n t ɛ ⁵ r ɛ ¹	7351	p ɔ ⁵ n t ɛ ⁵ _ r ɛ ¹	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	PU6NTE6RE6	13	13.P.C 13.U.V 13.6.T 13.N.c 13.T.C 13.E.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
3437	Bankan_Tey	TESTICLES	dɔ́rɔ̀	d ɔ ⁵ r ɔ ¹	3084	d ɔ ⁵ r ɔ ¹	1 7 8 5 7 8	AXTBYT	TU6RU6	2	2.T.C 2.U.V 2.6.T 2.R.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3438	Perge_Tegu	TESTICLES	tó:sú	t oː ⁵ s u ⁵	3084	t oː ⁵ ( - ) s u ⁵	1 7 8 3 7 8	AXTBYT	TU6SY6	14	14.T.C 14.U.V 14.6.T 14.S.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3439	Tommo_So	TESTICLES	dɔ́lɔ́	d ɔ ⁵ l ɔ ⁵	3084	d ɔ ⁵ l ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	19	19.T.C 19.U.V 19.6.T 19.L.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3440	Yanda_Dom	TESTICLES	dɔ̀rɔ́	d ɔ ¹ r ɔ ⁵	3084	d ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	22	22.T.C 22.U.V 22.6.T 22.R.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3441	Jamsay	TESTICLES	dɔ̀rɔ́	d ɔ ¹ r ɔ ⁵	3084	d ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	9	9.T.C 9.U.V 9.6.T 9.R.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3442	Toro_Tegu	THING	ɛ́sú	ɛ ⁵ s u ⁵	8659	ɛ ⁵ s u ⁵	7 8 3 7 8	XTBYT	E6SY6	21	21.E.V 21.6.T 21.S.C 21.Y.V 21.6.T	3.0 1.0 1.3 3.0 1.0	0
3443	Ben_Tey	THING	kɔ́:ⁿ	k ɔː ∼	7421	k ɔː ⁵ ( - ∼ - - - )	1 7 4	AXN	KU9	3	3.K.C 3.U.V 3.9.c	2.0 1.5 0.8	0
3444	Bankan_Tey	THING	kɔ́n	k ɔ ⁵ n	7421	k ɔ ⁵ ( + n - - - )	1 7 8 4	AXTN	KU6N	2	2.K.C 2.U.V 2.6.T 2.N.c	1.6 3.0 1.0 0.5	0
3445	Nanga	THING	kɔ́	k ɔ ⁵	7421	k ɔ ⁵ ( - - - - - )	1 7 8	AXT	KU6	12	12.K.C 12.U.V 12.6.T	1.6 3.0 1.0	0
3446	Perge_Tegu	THING	kí:	k iː ⁵	3101	k iː ⁵	1 7 8	AXT	KI6	14	14.K.C 14.I.V 14.6.T	1.6 3.0 1.0	0
3447	Gourou	THING	kìsɛ́	k i ¹ s ɛ ⁵	3101	k i ¹ s ɛ ⁵	1 7 8 3 7 8	AXTBYT	KI6SE6	7	7.K.C 7.I.V 7.6.T 7.S.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3448	Togo_Kan	THING	ɔ̀jɔ́	ɔ ¹ dʒ ɔ ⁵	7427	ɔ ¹ dʒ ɔ ⁵	7 8 1 7 8	XTBYT	U6TU6	18	18.U.V 18.6.T 18.T.C 18.U.V 18.6.T	3.0 1.0 1.3 3.0 1.0	0
3449	Yorno_So	THING	kíjɛ́	k i ⁵ dʒ ɛ ⁵	3101	k i ⁵ dʒ ɛ ⁵	1 7 8 1 7 8	AXTBYT	KI6TE6	23	23.K.C 23.I.V 23.6.T 23.T.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3450	Tommo_So	THING	kídɛ́	k i ⁵ d ɛ ⁵	3101	k i ⁵ d ɛ ⁵	1 7 8 1 7 8	AXTBYT	KI6TE6	19	19.K.C 19.I.V 19.6.T 19.T.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3451	Dogul_Dom	THING	gǒ-ŋ	ɡ o ¹⁵ + ŋ	7421	ɡ o ¹⁵ ( + ŋ - - - )	1 7 8 9 4	AXT_A	KU2_N	5	5.K.C 5.U.V 5.2.T 5._._ 5.N.C	1.6 3.0 1.0 0.0 1.6	0
3452	Tebul_Ure	THING	cɛ́	tʃ ɛ ⁵	7408	tʃ ɛ ⁵	1 7 8	AXT	TE6	16	16.T.C 16.E.V 16.6.T	1.6 3.0 1.0	0
3453	Yanda_Dom	THING	kí	k i ⁵	3101	k i ⁵	1 7 8	AXT	KI6	22	22.K.C 22.I.V 22.6.T	1.6 3.0 1.0	0
3454	Najamba	THING	kóŋgò	k o ⁵ ŋ ɡ o ¹	7421	k o ⁵ ( + ŋ ɡ o ¹ )	1 7 8 4 1 7 8	AXTMBYT	KU6NKU6	11	11.K.C 11.U.V 11.6.T 11.N.c 11.K.C 11.U.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3455	Bunoge	THING	wɛ̀:	w ɛː ¹	7408	w ɛː ¹	6 7 8	AXT	WE6	4	4.W.C 4.E.V 4.6.T	1.6 3.0 1.0	0
3456	Donno_So	THING	kìdɛ́	k i ¹ d ɛ ⁵	3101	k i ¹ d ɛ ⁵	1 7 8 1 7 8	AXTBYT	KI6TE6	6	6.K.C 6.I.V 6.6.T 6.T.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3457	Jamsay	THING	cɛ̌:	tʃ ɛː ¹⁵	7408	tʃ ɛː ¹⁵	1 7 8	AXT	TE2	9	9.T.C 9.E.V 9.2.T	1.6 3.0 1.0	0
3458	Mombo	THING	yɛ́:	j ɛː ⁵	7408	j ɛː ⁵	6 7 8	AXT	JE6	10	10.J.C 10.E.V 10.6.T	1.6 3.0 1.0	0
3459	Penange	THING	yɛ̀:	j ɛː ¹	7408	j ɛː ¹	6 7 8	AXT	JE6	13	13.J.C 13.E.V 13.6.T	1.6 3.0 1.0	0
3460	Tiranige_Diga	THING	wɛ̀:	w ɛː ¹	7408	w ɛː ¹	6 7 8	AXT	WE6	17	17.W.C 17.E.V 17.6.T	1.6 3.0 1.0	0
3461	Bangime	THING	kɛ́	k ɛ ⁵	7408	k ɛ ⁵	1 7 8	AXT	KE6	1	1.K.C 1.E.V 1.6.T	1.6 3.0 1.0	0
3462	Bankan_Tey	THORN	dòró	d o ¹ r o ⁵	7501	d o ¹ r o ⁵	1 7 8 5 7 8	AXTBYT	TU6RU6	2	2.T.C 2.U.V 2.6.T 2.R.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3463	Nanga	THORN	dùró	d u ¹ r o ⁵	7501	d u ¹ r o ⁵	1 7 8 5 7 8	AXTBYT	TY6RU6	12	12.T.C 12.Y.V 12.6.T 12.R.C 12.U.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3464	Perge_Tegu	THORN	dò-dǒ:	d o ¹ + d oː ¹⁵	7496	d o ¹ ( + ) d oː ¹⁵	1 7 8 9 1 7 8	AXT_AXT	TU6_TU2	14	14.T.C 14.U.V 14.6.T 14._._ 14.T.C 14.U.V 14.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
3465	Gourou	THORN	dìdó:	d i ¹ d oː ⁵	7496	d i ¹ ( + d oː ⁵ )	1 7 8 1 7 8	AXTBYT	TI6TU6	7	7.T.C 7.I.V 7.6.T 7.T.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3466	Togo_Kan	THORN	jìyé	dʒ i ¹ j e ⁵	7498	dʒ i ¹ j e ⁵	1 7 8 6 7 8	AXTBYT	TI6JE6	18	18.T.C 18.I.V 18.6.T 18.J.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3467	Yorno_So	THORN	jì-jǐ:	dʒ i ¹ + dʒ iː ¹⁵	7496	dʒ i ¹ ( + ) dʒ iː ¹⁵	1 7 8 9 1 7 8	AXT_AXT	TI6_TI2	23	23.T.C 23.I.V 23.6.T 23._._ 23.T.C 23.I.V 23.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
3468	Tommo_So	THORN	gíyé	ɡ i ⁵ j e ⁵	7498	ɡ i ⁵ j e ⁵	1 7 8 6 7 8	AXTBYT	KI6JE6	19	19.K.C 19.I.V 19.6.T 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3469	Dogul_Dom	THORN	jǐ:g	dʒ iː ¹⁵ ɡ	7498	dʒ iː ¹⁵ ( - ɡ - - )	1 7 8 1	AXTN	TI2K	5	5.T.C 5.I.V 5.2.T 5.K.c	1.6 3.0 1.0 0.5	0
3470	Yanda_Dom	THORN	zìyè	z i ¹ j e ¹	7498	z i ¹ j e ¹	3 7 8 6 7 8	AXTBYT	SI6JE6	22	22.S.C 22.I.V 22.6.T 22.J.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3471	Najamba	THORN	dǐ:	d iː ¹⁵	7498	d iː ¹⁵ ( - - - - )	1 7 8	AXT	TI2	11	11.T.C 11.I.V 11.2.T	1.6 3.0 1.0	0
3472	Bunoge	THORN	jú	dʒ u ⁵	7473	dʒ u ⁵	1 7 8	AXT	TY6	4	4.T.C 4.Y.V 4.6.T	1.6 3.0 1.0	0
3473	Jamsay	THORN	dù-dǒ:	d u ¹ + d oː ¹⁵	7496	d u ¹ ( + ) d oː ¹⁵	1 7 8 9 1 7 8	AXT_AXT	TY6_TU2	9	9.T.C 9.Y.V 9.6.T 9._._ 9.T.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
3474	Tiranige_Diga	THORN	yó:	j oː ⁵	7473	j oː ⁵	6 7 8	AXT	JU6	17	17.J.C 17.U.V 17.6.T	1.6 3.0 1.0	0
3475	Mombo	THORN	jô:ⁿ	dʒ õː ∼	7473	dʒ õː ⁵¹ ∼	1 7 4	AXN	TU9	10	10.T.C 10.U.V 10.9.c	2.0 1.5 0.8	0
3476	Penange	THORN	jòm	dʒ o ¹ m	7473	dʒ o ¹ m	1 7 8 4	AXTN	TU6M	13	13.T.C 13.U.V 13.6.T 13.M.c	1.6 3.0 1.0 0.5	0
3477	Bangime	THORN	tùùⁿ	t ũː ∼ ¹	7473	t ũː ¹ ∼	1 7 4 8	AXLT	TY96	1	1.T.C 1.Y.V 1.9.c 1.6.T	1.6 3.0 1.1 1.0	0
3478	Tebul_Ure	THORN	dǒ:	d oː ¹⁵	7473	d oː ¹⁵	1 7 8	AXT	TU2	16	16.T.C 16.U.V 16.2.T	1.6 3.0 1.0	0
3479	Tomo_Kan	THORN	jè:	dʒ eː ¹	7498	dʒ eː ¹ ( - - - - )	1 7 8	AXT	TE6	20	20.T.C 20.E.V 20.6.T	1.6 3.0 1.0	1
3480	Toro_Tegu	THORN	dùwó	d u ¹ w o ⁵	7501	d u ¹ w o ⁵	1 7 8 6 7 8	AXTBYT	TY6WU6	21	21.T.C 21.Y.V 21.6.T 21.W.C 21.U.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3481	Toro_Tegu	THREE	tà:lí	t aː ¹ l i ⁵	3140	t aː ¹ l i ⁵	1 7 8 5 7 8	AXTBYT	TA6LI6	21	21.T.C 21.A.V 21.6.T 21.L.C 21.I.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3482	Ben_Tey	THREE	tà:nú	t aː ¹ n u ⁵	3140	t aː ¹ n u ⁵	1 7 8 4 7 8	AXTBYT	TA6NY6	3	3.T.C 3.A.V 3.6.T 3.N.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3483	Bankan_Tey	THREE	tà:ní	t aː ¹ n i ⁵	3140	t aː ¹ n i ⁵	1 7 8 4 7 8	AXTBYT	TA6NI6	2	2.T.C 2.A.V 2.6.T 2.N.C 2.I.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3484	Nanga	THREE	tà:ndǐ:	t aː ¹ n d iː ¹⁵	3140	t aː ¹ n d iː ¹⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTI2	12	12.T.C 12.A.V 12.6.T 12.N.c 12.T.C 12.I.V 12.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3485	Perge_Tegu	THREE	tà:lú	t aː ¹ l u ⁵	3140	t aː ¹ l u ⁵	1 7 8 5 7 8	AXTBYT	TA6LY6	14	14.T.C 14.A.V 14.6.T 14.L.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3486	Jamsay	THREE	tǎ:n	t aː ¹⁵ n	3140	t aː ¹⁵ n ( - - )	1 7 8 4	AXTN	TA2N	9	9.T.C 9.A.V 9.2.T 9.N.c	1.6 3.0 1.0 0.5	0
3487	Togo_Kan	THREE	tǎ:n	t aː ¹⁵ n	3140	t aː ¹⁵ n ( - - )	1 7 8 4	AXTN	TA2N	18	18.T.C 18.A.V 18.2.T 18.N.c	1.6 3.0 1.0 0.5	0
3488	Tommo_So	THREE	tààndú	t aː ¹ n d u ⁵	3140	t aː ¹ n d u ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTY6	19	19.T.C 19.A.V 19.6.T 19.N.c 19.T.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3489	Dogul_Dom	THREE	tà:ndú	t aː ¹ n d u ⁵	3140	t aː ¹ n d u ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTY6	5	5.T.C 5.A.V 5.6.T 5.N.c 5.T.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3490	Yanda_Dom	THREE	tá:ndù	t aː ⁵ n d u ¹	3140	t aː ⁵ n d u ¹	1 7 8 4 1 7 8	AXTMBYT	TA6NTY6	22	22.T.C 22.A.V 22.6.T 22.N.c 22.T.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3491	Najamba	THREE	tà:ndî:	t aː ¹ n d iː ⁵¹	3140	t aː ¹ n d iː ⁵¹	1 7 8 4 1 7 8	AXTMBYT	TA6NTI3	11	11.T.C 11.A.V 11.6.T 11.N.c 11.T.C 11.I.V 11.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3492	Bunoge	THREE	tá:ndù	t aː ⁵ n d u ¹	3140	t aː ⁵ n d u ¹	1 7 8 4 1 7 8	AXTMBYT	TA6NTY6	4	4.T.C 4.A.V 4.6.T 4.N.c 4.T.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3493	Mombo	THREE	tá:ndì	t aː ⁵ n d i ¹	3140	t aː ⁵ n d i ¹	1 7 8 4 1 7 8	AXTMBYT	TA6NTI6	10	10.T.C 10.A.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3494	Penange	THREE	tà:ndì	t aː ¹ n d i ¹	3140	t aː ¹ n d i ¹	1 7 8 4 1 7 8	AXTMBYT	TA6NTI6	13	13.T.C 13.A.V 13.6.T 13.N.c 13.T.C 13.I.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3495	Bangime	THREE	tààrù	t aː ¹ r u ¹	3140	t aː ¹ r u ¹	1 7 8 5 7 8	AXTBYT	TA6RY6	1	1.T.C 1.A.V 1.6.T 1.R.C 1.Y.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3496	Tebul_Ure	THREE	tà:ndú	t aː ¹ n d u ⁵	3140	t aː ¹ n d u ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTY6	16	16.T.C 16.A.V 16.6.T 16.N.c 16.T.C 16.Y.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3497	Tiranige_Diga	THREE	tá:ndí	t aː ⁵ n d i ⁵	3140	t aː ⁵ n d i ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NTI6	17	17.T.C 17.A.V 17.6.T 17.N.c 17.T.C 17.I.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3498	Yorno_So	THREE	tǎ:n	t aː ¹⁵ n	3140	t aː ¹⁵ n ( - - )	1 7 8 4	AXTN	TA2N	23	23.T.C 23.A.V 23.2.T 23.N.c	1.6 3.0 1.0 0.5	0
3499	Bangime	TIE	bū-wɔ̀	b u ³ + w ɔ ¹	7570	b u ³ ( + ) w ɔ ¹	1 7 8 9 6 7 8	AXT_AXT	PY6_WU6	1	1.P.C 1.Y.V 1.6.T 1._._ 1.W.C 1.U.V 1.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
3500	Ben_Tey	TIE	mù:yⁿí	m uː ¹ j ∼ i ⁵	7571	m uː ¹ j ∼ i ⁵	4 7 8 6 4 7 8	AXTMBYT	MY6J9I6	3	3.M.C 3.Y.V 3.6.T 3.J.c 3.9.C 3.I.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3501	Bunoge	TIE	kúŋgɛ̀	k u ⁵ ŋ ɡ ɛ ¹	3148	k u ⁵ ŋ ɡ ɛ ¹	1 7 8 4 1 7 8	AXTMBYT	KY6NKE6	4	4.K.C 4.Y.V 4.6.T 4.N.c 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3502	Gourou	TIE	mùŋó	m u ¹ ŋ o ⁵	7571	m u ¹ ?- ŋ o ⁵	4 7 8 4 7 8	AXTBYT	MY6NU6	7	7.M.C 7.Y.V 7.6.T 7.N.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3503	Tommo_So	TIE	dìnɛ́	d i ¹ n ɛ ⁵	3148	d i ¹ n ɛ ⁵	1 7 8 4 7 8	AXTBYT	TI6NE6	19	19.T.C 19.I.V 19.6.T 19.N.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3504	Yanda_Dom	TIE	dìŋɛ́	d i ¹ ŋ ɛ ⁵	3148	d i ¹ ŋ ɛ ⁵	1 7 8 4 7 8	AXTBYT	TI6NE6	22	22.T.C 22.I.V 22.6.T 22.N.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3505	Yorno_So	TIE	mǔyⁿ	m u ¹⁵ j ∼	7571	m u ¹⁵ j ∼ ?- ?-	4 7 8 6 4	AXTLN	MY2J9	23	23.M.C 23.Y.V 23.2.T 23.J.c 23.9.c	1.6 3.0 1.0 1.1 0.5	0
3506	Mombo	TIE	dúgɛ́	d u ⁵ ɡ ɛ ⁵	3148	d u ⁵ ɡ ɛ ⁵	1 7 8 1 7 8	AXTBYT	TY6KE6	10	10.T.C 10.Y.V 10.6.T 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3507	Bankan_Tey	TIE	mɔ̌:	m ɔː ¹⁵	7571	m ɔː ¹⁵	4 7 8	AXT	MU2	2	2.M.C 2.U.V 2.2.T	1.6 3.0 1.0	0
3508	Nanga	TIE	mɔ̌:	m ɔː ¹⁵	7571	m ɔː ¹⁵	4 7 8	AXT	MU2	12	12.M.C 12.U.V 12.2.T	1.6 3.0 1.0	0
3509	Penange	TIE	dùgɔ̀	d u ¹ ɡ ɔ ¹	3148	d u ¹ ɡ ɔ ¹	1 7 8 1 7 8	AXTBYT	TY6KU6	13	13.T.C 13.Y.V 13.6.T 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3510	Perge_Tegu	TIE	mùyⁿó	m u ¹ j ∼ o ⁵	7571	m u ¹ j ∼ o ⁵	4 7 8 6 4 7 8	AXTMBYT	MY6J9U6	14	14.M.C 14.Y.V 14.6.T 14.J.c 14.9.C 14.U.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3511	Tebul_Ure	TIE	dìgɛ́	d i ¹ ɡ ɛ ⁵	3148	d i ¹ ɡ ɛ ⁵	1 7 8 1 7 8	AXTBYT	TI6KE6	16	16.T.C 16.I.V 16.6.T 16.K.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3512	Togo_Kan	TIE	mùŋó	m u ¹ ŋ o ⁵	7571	m u ¹ ?- ŋ o ⁵	4 7 8 4 7 8	AXTBYT	MY6NU6	18	18.M.C 18.Y.V 18.6.T 18.N.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3513	Toro_Tegu	TIE	dìgú	d i ¹ ɡ u ⁵	3148	d i ¹ ɡ u ⁵	1 7 8 1 7 8	AXTBYT	TI6KY6	21	21.T.C 21.I.V 21.6.T 21.K.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3514	Jamsay	TIE	mùŋó	m u ¹ ŋ o ⁵	7571	m u ¹ ?- ŋ o ⁵	4 7 8 4 7 8	AXTBYT	MY6NU6	9	9.M.C 9.Y.V 9.6.T 9.N.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3515	Toro_Tegu	TOMORROW	sírà	s i ⁵ r a ¹	7639	s i ⁵ r a ¹	3 7 8 5 7 8	AXTBYT	SI6RA6	21	21.S.C 21.I.V 21.6.T 21.R.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3516	Ben_Tey	TOMORROW	ɛ́yⁿ	ɛ ⁵ j ∼	7621	ɛ ⁵ j ∼	7 8 6 4	XTLN	E6J9	3	3.E.V 3.6.T 3.J.c 3.9.c	3.0 1.0 1.1 0.5	0
3517	Perge_Tegu	TOMORROW	úŋgù	u ⁵ ŋ ɡ u ¹	7640	u ⁵ ŋ ɡ u ¹	7 8 4 1 7 8	XTMBYT	Y6NKY6	14	14.Y.V 14.6.T 14.N.c 14.K.C 14.Y.V 14.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3518	Gourou	TOMORROW	yògó	j o ¹ ɡ o ⁵	3162	j o ¹ ɡ o ⁵	6 7 8 1 7 8	AXTBYT	JU6KU6	7	7.J.C 7.U.V 7.6.T 7.K.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3519	Dogul_Dom	TOMORROW	ɛ́:nì	ɛː ⁵ n i ¹	7640	ɛː ⁵ n i ¹	7 8 4 7 8	XTBYT	E6NI6	5	5.E.V 5.6.T 5.N.C 5.I.V 5.6.T	3.0 1.0 1.3 3.0 1.0	0
3520	Yanda_Dom	TOMORROW	ɛ́w	ɛ ⁵ w	7640	ɛ ⁵ w	7 8 6	XTN	E6W	22	22.E.V 22.6.T 22.W.c	3.0 1.0 0.5	0
3521	Najamba	TOMORROW	ɛ́ŋgú	ɛ ⁵ ŋ ɡ u ⁵	7640	ɛ ⁵ ŋ ɡ u ⁵	7 8 4 1 7 8	XTMBYT	E6NKY6	11	11.E.V 11.6.T 11.N.c 11.K.C 11.Y.V 11.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
