concepts	languages	average coverage	varieties
150	24	0.90	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	23	0.92	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
175	30	0.82	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	29	0.83	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	28	0.84	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	27	0.85	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	26	0.87	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	25	0.89	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	24	0.91	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
175	23	0.93	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DEW,DIE,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,MAIZE,MAN,MARROW,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NECK,NEW,NIGHT,NINE,NOSE,ONE,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WIFE,WING,WOMAN,WOOD,WRAPPER,YEAR
200	30	0.80	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
